Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.2,mm/day,3.037,2.665,0.372,2.399,2.161,1.182,0.884
PRECT global GPCP_v2.3,mm/day,3.037,2.685,0.352,2.399,2.214,1.082,0.905
TREFHT land_60S90N CRU,DegC,14.402,999.999,999.999,11.527,999.999,999.999,999.999
SWCF global ceres_ebaf_toa_v4.0,W m-2,-49.097,-46.811,-2.286,27.376,26.11,11.319,0.915
LWCF global ceres_ebaf_toa_v4.0,W m-2,24.35,27.851,-3.5,11.97,13.515,7.51,0.871
SOLIN global ceres_ebaf_toa_v4.1,W m-2,342.196,342.235,-0.039,100.097,100.833,1.771,1.0
ALBEDO global ceres_ebaf_toa_v4.1,dimensionless,0.33,0.318,0.012,0.136,0.13,0.035,0.971
ALBEDOC global ceres_ebaf_toa_v4.1,dimensionless,0.18,0.177,0.004,0.138,0.129,0.027,0.982
RESTOM global ceres_ebaf_toa_v4.1,W m-2,1.137,1.984,-0.847,71.991,73.723,8.958,0.993
FLUT global ceres_ebaf_toa_v4.1,W m-2,239.559,240.49,-0.931,32.144,31.412,6.576,0.979
FLUTC global ceres_ebaf_toa_v4.1,W m-2,263.91,266.166,-2.256,29.478,30.125,3.973,0.994
FSNTOA global ceres_ebaf_toa_v4.1,W m-2,240.696,242.475,-1.778,95.12,95.222,11.008,0.993
FSNTOAC global ceres_ebaf_toa_v4.1,W m-2,289.793,288.873,0.92,104.964,104.19,5.987,0.998
SWCF global ceres_ebaf_toa_v4.1,W m-2,-49.097,-46.398,-2.699,27.376,25.823,11.565,0.912
LWCF global ceres_ebaf_toa_v4.1,W m-2,24.35,25.676,-1.325,11.97,12.27,5.851,0.89
ALBEDO_SRF global ceres_ebaf_surface_v4.1,dimensionless,0.15,0.139,0.012,0.187,0.182,0.041,0.978
FLDS global ceres_ebaf_surface_v4.1,W m-2,346.669,345.859,0.81,63.313,66.988,11.88,0.985
FLDSC global ceres_ebaf_surface_v4.1,W m-2,317.957,317.15,0.807,75.79,78.034,7.119,0.996
FLNS global ceres_ebaf_surface_v4.1,W m-2,53.22,53.203,0.017,20.861,19.32,9.903,0.881
FSDS global ceres_ebaf_surface_v4.1,W m-2,186.728,188.303,-1.575,70.78,68.946,14.64,0.979
FSDSC global ceres_ebaf_surface_v4.1,W m-2,245.716,243.561,2.155,74.006,73.319,7.133,0.996
FSNS global ceres_ebaf_surface_v4.1,W m-2,163.104,165.119,-2.015,73.611,72.182,13.324,0.984
LHFLX global OAFlux,W m-2,87.101,92.953,-5.852,54.766,41.012,25.293,0.918
SHFLX global OAFlux,W m-2,17.632,10.917,6.715,20.186,11.644,9.927,0.599
LHFLX global ERA5,W m-2,87.101,81.951,5.15,54.766,51.247,14.854,0.968
SHFLX global ERA5,W m-2,17.632,15.955,1.677,20.186,19.438,8.451,0.913
PSL global ERA5,mbar,1011.235,1011.349,-0.113,11.291,8.787,3.181,0.981
FSNS global ERA5,W m-2,163.104,165.599,-2.495,73.611,72.043,13.16,0.984
FLNS global ERA5,W m-2,53.22,57.723,-4.503,20.861,18.939,9.838,0.908
NET_FLUX_SRF global ERA5,W m-2,5.152,9.97,-4.819,47.102,49.075,18.414,0.933
PRECT global ERA5,mm/day,3.036,2.909,0.127,2.413,2.554,1.062,0.911
TMQ global ERA5,kg/m2,24.802,23.948,0.855,14.664,14.998,2.062,0.992
U-850mb global ERA5,m s-1,1.049,1.152,-0.103,6.651,5.583,1.503,0.984
U-200mb global ERA5,m s-1,16.175,15.697,0.478,12.811,13.064,2.159,0.987
Z3-500mb global ERA5,hectometer,56.568,56.582,-0.015,2.836,2.678,0.229,0.998
OMEGA-200mb global ERA5,mbar/day,0.174,0.004,0.171,11.672,12.258,9.578,0.681
OMEGA-500mb global ERA5,mbar/day,-0.318,0.031,-0.35,23.169,30.629,24.591,0.613
