Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.2,mm/day,3.004,2.677,0.326,2.627,2.326,1.173,0.903
PRECT global GPCP_v2.3,mm/day,3.004,2.699,0.305,2.627,2.369,1.136,0.909
TREFHT land_60S90N CRU,DegC,5.759,5.535,0.224,18.192,19.99,3.247,0.99
SST global HadISST,degC,19.856,999.999,999.999,8.644,999.999,999.999,999.999
SST global HadISST_CL,degC,19.856,19.005,0.85,8.644,9.332,0.224,1.0
SST global HadISST_PI,degC,19.856,19.219,0.636,8.644,8.783,0.552,0.999
SST global HadISST_PD,degC,19.856,19.115,0.741,8.644,9.328,0.219,1.0
SWCF global ceres_ebaf_toa_v4.0,W/m2,-51.069,-49.667,-1.402,38.191,37.369,11.826,0.952
LWCF global ceres_ebaf_toa_v4.0,W/m2,22.729,27.883,-5.154,14.005,16.045,8.843,0.894
SOLIN global ceres_ebaf_toa_v4.1,W/m2,350.529,350.5,0.028,147.307,146.707,1.061,1.0
ALBEDO global ceres_ebaf_toa_v4.1,dimensionless,0.336,0.349,-0.013,0.142,0.416,0.37,0.394
ALBEDOC global ceres_ebaf_toa_v4.1,dimensionless,0.191,0.212,-0.021,0.145,0.279,0.213,0.666
RESTOM global ceres_ebaf_toa_v4.1,W/m2,7.437,7.946,-0.509,96.937,95.935,12.1,0.992
FLUT global ceres_ebaf_toa_v4.1,W/m2,238.604,237.474,1.129,33.625,32.743,7.828,0.973
FLUTC global ceres_ebaf_toa_v4.1,W/m2,261.333,263.309,-1.976,32.223,32.648,4.353,0.993
FSNTOA global ceres_ebaf_toa_v4.1,W/m2,245.937,245.42,0.517,119.054,117.178,13.983,0.993
FSNTOAC global ceres_ebaf_toa_v4.1,W/m2,297.006,294.647,2.359,139.364,138.14,10.896,0.997
SWCF global ceres_ebaf_toa_v4.1,W/m2,-51.069,-49.227,-1.842,38.191,36.987,11.772,0.953
LWCF global ceres_ebaf_toa_v4.1,W/m2,22.729,25.835,-3.106,14.005,14.322,6.85,0.907
NETCF global ceres_ebaf_toa_v4.1,W/m2,-28.34,-23.392,-4.948,33.933,33.269,10.784,0.96
