     290
      10000.0      30000.0      50000.0      70000.0      90000.0      110000.
      200.000      220.000      240.000      260.000      280.000      300.000
    0.0000025    0.0000429    0.0004086    0.0013008    0.0086188     0.015000
     0.600000     0.600000     0.200000     0.600000     0.600000     0.200000
     0.000000     0.200000     0.200000     0.200000     0.200000     0.200000
    0.0257288    0.0517189     0.104504     0.269723     0.571247      1.30771
      1.82618      1.87896      1.98791      2.34570      3.08217      5.89462
    0.0100000    0.0200000    0.0400000     0.100000     0.200000     0.400000
     0.510000     0.520000     0.540000     0.600000     0.700000     0.900000
      0.00000      20000.0      40000.0      60000.0      80000.0      100000.
      120000.

$Id: input.data,v 4.0 2009/02/13 08:21:25 hadmw Exp $

